age,attrition,businesstravel,distancefromhome,education,educationfield,employeenumber,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
40,no,,24,2,technical degree,335.0,m,3,2, research scientist ,4,,,1,no,17,1,full_time,2,3,3.0,9,4,7,no,research & development,1
36,no,non_travel,24,4,,,f,3,2, laboratory technician ,2,married,5674.0,7,,15,3,full_time,1,3,3.0,9,0,8,yes,research & development,2
32,no,travel_rarely,7,3,life sciences,420.0,m,2,2, sales executive ,3,married,,1,,14,3,full_time,1,3,2.0,13,4,8,yes,sales,4
38,no,,25,2,life sciences,421.0,f,2,3, research director ,2,,,3,,17,3,full_time,1,2,3.0,10,0,1,yes,research & development,1
30,no,travel_rarely,28,2,,441.0,f,3,2, research scientist ,4,married,,1,no,13,4,part_time,2,2,3.0,10,1,9,yes,research & development,4
39,no,,1,1,,531.0,m,3,5, manager ,3,,19197.0,1,,14,3,full_time,1,3,3.0,21,1,6,yes,unknow,2
60,no,,7,3,life sciences,549.0,f,3,5, manager ,1,,,5,no,11,4,part_time,0,5,1.0,29,11,10,yes,unknow,1
30,no,,22,4,other,567.0,f,3,3, sales executive ,1,,8412.0,0,,11,3,full_time,0,3,3.0,9,7,8,yes,sales,3
31,no,travel_rarely,9,1,,581.0,m,3,3, manufacturing director ,2,divorced,,1,no,25,4,full_time,1,6,4.0,13,0,8,yes,research & development,3
33,yes,,3,3,life sciences,702.0,m,3,1, research scientist ,1,single,3348.0,1,yes,11,1,part_time,0,3,3.0,10,9,7,no,research & development,1
50,no,,28,1,medical,716.0,m,4,1, laboratory technician ,3,married,,1,yes,11,3,full_time,3,3,3.0,20,3,8,yes,research & development,4
32,no,,24,4,life sciences,772.0,m,3,2, laboratory technician ,4,,5309.0,1,no,15,4,full_time,2,2,3.0,10,4,7,yes,research & development,1
42,no,,29,3,,836.0,m,3,2, manufacturing director ,2,,,1,,13,4,part_time,1,3,2.0,9,7,8,yes,research & development,2
49,yes,,11,3,marketing,840.0,f,3,3, sales executive ,4,married,7654.0,1,no,18,1,full_time,2,3,4.0,9,7,7,no,sales,3
27,no,,5,1,,844.0,m,2,3, research director ,4,divorced,12808.0,1,,16,2,full_time,1,3,3.0,9,0,8,yes,research & development,3
33,no,travel_rarely,1,3,medical,,m,4,2, sales executive ,1,divorced,,1,,22,1,full_time,1,5,3.0,9,0,8,yes,sales,1
52,no,,26,4,,867.0,f,2,4, manufacturing director ,4,married,,3,no,22,3,part_time,0,3,3.0,9,0,0,no,research & development,3
32,no,,5,2,life sciences,889.0,m,3,2, sales executive ,2,,,1,no,14,4,part_time,1,3,3.0,10,5,3,yes,sales,2
36,no,,14,1,life sciences,924.0,m,3,2, healthcare representative ,4,,6586.0,0,,17,1,full_time,1,2,2.0,16,4,11,no,research & development,3
31,no,non_travel,20,2,,,f,3,2, sales executive ,3,,,1,,13,4,full_time,1,2,2.0,9,0,0,no,sales,4
36,no,travel_rarely,2,4,medical,,m,3,1, laboratory technician ,3,single,2519.0,4,no,21,3,full_time,0,6,3.0,11,3,9,yes,research & development,3
52,no,,1,2,life sciences,976.0,m,3,4, manager ,4,married,17099.0,2,,15,2,part_time,1,2,,9,7,8,yes,unknow,4
33,no,non_travel,17,3,,992.0,m,3,4, manager ,3,single,,1,,11,4,full_time,0,2,3.0,10,6,0,no,unknow,4
45,no,non_travel,23,2,life sciences,1002.0,m,3,2, laboratory technician ,1,,,1,yes,15,3,part_time,1,2,3.0,9,0,8,yes,research & development,4
36,no,travel_rarely,12,5,,1073.0,f,2,3, manufacturing director ,4,,,0,,11,2,full_time,0,2,2.0,14,7,8,yes,research & development,4
49,no,,8,4,,1138.0,m,2,4, sales executive ,2,,13120.0,6,,17,2,part_time,1,3,3.0,9,2,3,no,sales,4
29,yes,,23,1,,,f,2,3, sales executive ,1,,,1,,13,1,full_time,1,3,1.0,11,3,10,yes,sales,4
29,no,,6,1,,1192.0,f,3,1, laboratory technician ,4,married,3131.0,1,,13,1,full_time,1,5,3.0,10,0,8,no,research & development,2
37,no,,1,3,life sciences,1196.0,f,2,2, manufacturing director ,4,married,,1,,13,2,part_time,1,2,2.0,14,3,11,yes,research & development,4
33,no,travel_rarely,10,5,,,m,4,3, sales executive ,3,,,0,,14,4,full_time,2,3,3.0,9,0,8,yes,sales,4
34,no,travel_frequently,19,3,medical,,f,3,2, laboratory technician ,2,divorced,4444.0,4,no,13,3,part_time,2,2,4.0,11,5,10,yes,research & development,3
28,no,non_travel,1,3,,1315.0,f,1,2, laboratory technician ,4,married,6674.0,0,no,11,1,full_time,3,6,3.0,9,7,5,yes,research & development,3
31,no,non_travel,2,4,,1324.0,f,3,3, sales executive ,3,,9852.0,1,yes,19,1,full_time,1,5,2.0,10,9,6,yes,sales,4
42,no,non_travel,2,1,life sciences,1334.0,m,3,4, manager ,3,,17861.0,0,yes,13,4,part_time,0,3,2.0,20,2,10,no,unknow,3
40,no,travel_rarely,2,3,life sciences,1346.0,m,3,2, research scientist ,4,single,,1,,13,3,part_time,0,4,3.0,9,8,8,yes,research & development,3
34,no,,15,2,medical,1356.0,f,3,2, sales executive ,1,single,,1,,12,4,full_time,0,6,4.0,10,9,6,yes,sales,3
58,no,travel_rarely,1,3,,1423.0,f,3,5, research director ,1,,,3,,21,3,full_time,1,3,3.0,9,1,5,no,research & development,4
31,yes,travel_frequently,1,5,,1459.0,f,4,3, manufacturing director ,2,,7446.0,1,,11,1,full_time,0,2,3.0,10,4,7,yes,research & development,3
40,no,non_travel,8,1,,,m,2,3, research director ,2,,13757.0,2,no,11,3,full_time,1,5,3.0,9,4,8,yes,research & development,4
53,no,,2,3,medical,1472.0,m,4,4, research director ,2,single,16598.0,4,no,12,2,full_time,0,2,2.0,9,8,8,yes,research & development,4
34,no,,15,3,,1485.0,m,3,4, research director ,1,,,7,,14,4,full_time,2,3,2.0,14,6,9,yes,research & development,2
35,no,travel_rarely,16,3,life sciences,,f,2,3, healthcare representative ,2,single,,1,no,19,4,full_time,0,3,1.0,11,3,3,yes,research & development,4
37,no,,13,3,,1543.0,m,3,2, research scientist ,4,married,4285.0,1,,17,1,full_time,0,2,3.0,10,3,7,yes,research & development,1
42,no,travel_frequently,2,3,,1547.0,m,3,3, healthcare representative ,4,,10124.0,2,yes,14,3,part_time,1,3,1.0,20,13,9,yes,research & development,4
45,no,,1,4,,1553.0,m,3,3, healthcare representative ,2,divorced,,1,,12,1,full_time,3,4,3.0,10,7,7,yes,research & development,1
30,yes,travel_rarely,1,3,,1562.0,m,2,2, sales executive ,1,married,9714.0,1,no,11,4,full_time,1,4,3.0,10,6,7,yes,sales,2
38,no,travel_rarely,14,3,life sciences,1582.0,m,3,2, sales executive ,2,married,9924.0,0,,11,4,part_time,1,3,3.0,9,7,7,yes,sales,3
50,no,,20,5,medical,1606.0,m,3,4, healthcare representative ,3,,11245.0,2,,15,3,part_time,1,3,3.0,30,12,13,no,research & development,2
39,no,travel_rarely,3,2,,,m,2,2, laboratory technician ,3,,3069.0,0,,15,4,full_time,1,3,,10,0,7,yes,research & development,3
34,no,travel_rarely,3,3,,1658.0,f,3,2, research scientist ,2,,,1,no,12,3,part_time,1,2,3.0,11,7,9,yes,research & development,4
54,no,travel_rarely,22,5,,1665.0,f,3,4, manager ,3,,,3,,25,3,part_time,1,6,3.0,10,4,7,yes,research & development,2
41,no,travel_rarely,6,3,marketing,,m,3,3, sales executive ,3,,9241.0,1,no,12,2,full_time,0,3,3.0,10,8,7,no,sales,4
39,no,,1,3,life sciences,1737.0,m,3,2, laboratory technician ,4,married,6472.0,1,,15,4,full_time,1,2,3.0,9,5,8,yes,research & development,4
40,no,travel_rarely,7,4,,,m,3,5, manager ,2,,,1,no,14,2,full_time,0,3,2.0,21,12,8,no,unknow,2
33,no,,4,3,technical degree,,m,3,2, research scientist ,2,,3055.0,5,no,15,4,full_time,2,2,2.0,9,1,7,yes,research & development,4
36,no,,10,3,life sciences,1790.0,m,3,3, healthcare representative ,1,,8321.0,7,,13,4,part_time,1,1,3.0,12,5,7,no,research & development,4
33,no,,8,4,life sciences,,m,4,1, research scientist ,1,married,3143.0,6,no,19,2,full_time,1,1,3.0,10,7,6,yes,research & development,4
34,no,travel_rarely,8,2,,1823.0,m,4,2, sales executive ,3,,,1,no,21,3,full_time,2,5,3.0,10,4,8,no,sales,2
29,no,travel_frequently,46,1,medical,,m,3,1, laboratory technician ,4,married,,1,no,13,2,full_time,0,3,4.0,11,3,10,no,research & development,4
46,no,travel_rarely,2,2,life sciences,1857.0,m,3,3, manufacturing director ,4,divorced,8578.0,3,,14,3,full_time,1,4,2.0,9,4,7,yes,research & development,4
27,no,travel_rarely,23,1,medical,1864.0,f,2,2, sales representative ,3,married,,1,no,21,4,full_time,1,5,3.0,9,5,8,no,sales,2
31,no,,36,3,life sciences,1881.0,m,3,2, laboratory technician ,3,divorced,4197.0,1,no,11,1,full_time,1,2,3.0,10,0,2,no,research & development,2
45,no,travel_rarely,25,2,life sciences,1888.0,f,2,2, manufacturing director ,4,,,0,no,13,4,full_time,2,2,2.0,9,3,8,yes,research & development,2
34,no,travel_rarely,1,3,marketing,1950.0,m,3,3, sales executive ,4,,9888.0,1,no,21,1,full_time,0,3,2.0,14,2,1,no,sales,1
31,no,,1,3,life sciences,,m,1,2, research scientist ,1,married,,1,,21,2,full_time,0,6,3.0,10,8,7,yes,research & development,4
35,no,,7,4,,1962.0,f,3,2, sales executive ,4,,,1,yes,11,4,part_time,0,2,3.0,10,0,9,no,sales,3
39,no,travel_rarely,15,4,marketing,1975.0,m,3,4, sales executive ,1,single,13341.0,0,no,12,1,full_time,0,3,3.0,20,11,10,no,sales,2
40,no,travel_rarely,2,2,marketing,1986.0,f,3,2, sales executive ,2,married,5677.0,3,no,14,3,full_time,1,4,3.0,11,5,10,yes,sales,2
30,no,travel_rarely,1,2,medical,,m,3,1, laboratory technician ,2,married,,1,no,13,3,part_time,0,6,2.0,12,1,7,no,research & development,4
47,no,,1,1,,2000.0,f,3,3, research director ,2,married,,0,no,18,1,part_time,2,3,1.0,13,5,12,yes,research & development,3
52,no,non_travel,29,4,,,m,3,1, sales representative ,4,divorced,,2,,15,2,full_time,2,3,,9,0,0,yes,sales,1
49,no,travel_frequently,8,1,,2.0,m,2,2, research scientist ,2,married,,1,no,23,4,part_time,1,3,3.0,10,1,7,yes,research & development,3
33,no,travel_frequently,19,4,life sciences,5.0,f,3,1, research scientist ,3,married,2909.0,1,,11,3,full_time,0,3,3.0,8,3,0,yes,research & development,1
32,no,,2,2,life sciences,,m,3,1, laboratory technician ,4,,,0,,13,3,part_time,0,2,2.0,7,3,6,yes,research & development,4
38,no,travel_frequently,23,3,,,m,2,3, manufacturing director ,3,,9526.0,0,no,21,2,full_time,0,2,3.0,9,1,8,yes,research & development,4
36,no,travel_rarely,27,3,medical,,m,3,2, healthcare representative ,3,,,6,,13,2,full_time,2,3,2.0,7,7,7,yes,research & development,3
42,no,,8,4,,35.0,m,3,2, sales executive ,2,,6825.0,0,,11,4,full_time,1,2,3.0,9,4,2,no,sales,3
31,no,,7,4,life sciences,76.0,m,3,2, laboratory technician ,4,divorced,,3,no,22,4,full_time,1,3,2.0,7,1,7,no,research & development,4
31,no,travel_rarely,8,4,,98.0,f,3,2, manufacturing director ,4,single,4424.0,1,no,23,4,part_time,0,2,3.0,11,1,8,no,research & development,3
51,no,,21,4,marketing,120.0,m,3,2, sales executive ,4,,5441.0,0,,22,4,full_time,0,2,1.0,10,1,0,yes,sales,3
34,yes,travel_frequently,7,3,,147.0,m,1,2, laboratory technician ,3,,6074.0,1,yes,24,4,full_time,0,3,,9,0,6,yes,research & development,1
36,no,,11,2,technical degree,154.0,f,3,3, sales executive ,4,,,0,no,14,3,part_time,1,6,3.0,9,2,8,no,sales,2
30,no,travel_frequently,23,3,,159.0,m,1,1, research scientist ,3,divorced,,1,no,25,3,part_time,3,2,2.0,10,0,9,no,research & development,1
33,no,non_travel,12,2,,160.0,m,3,2, sales executive ,2,married,6146.0,0,,13,1,full_time,1,2,4.0,7,0,7,yes,sales,1
31,yes,,6,4,life sciences,163.0,m,1,2, sales executive ,3,married,6172.0,4,,18,2,part_time,0,3,2.0,7,7,7,no,sales,2
41,no,travel_rarely,23,1,,176.0,m,3,3, sales executive ,3,divorced,,3,yes,13,3,full_time,1,2,3.0,9,0,7,no,sales,3
26,no,travel_rarely,25,1,,177.0,f,3,1, human resources ,3,,,1,,23,4,full_time,1,3,3.0,8,5,7,yes,human resources,3
32,no,,9,2,,195.0,m,1,2, sales executive ,4,divorced,4668.0,0,no,17,4,full_time,3,2,4.0,8,0,7,yes,sales,4
40,no,travel_frequently,26,3,,202.0,f,3,2, research scientist ,2,divorced,5605.0,1,no,11,1,full_time,1,2,3.0,20,2,13,no,research & development,2
53,no,travel_rarely,6,2,marketing,205.0,m,3,2, sales representative ,3,,,2,yes,20,4,full_time,1,3,1.0,7,4,5,yes,sales,2
29,no,non_travel,1,1,technical degree,,m,3,2, manufacturing director ,3,married,4319.0,1,,13,1,full_time,1,1,3.0,10,0,9,no,research & development,4
36,no,travel_frequently,3,2,,,m,3,1, laboratory technician ,2,,,4,no,12,3,full_time,0,3,2.0,8,7,2,yes,research & development,4
33,no,travel_rarely,14,3,,252.0,f,3,1, research scientist ,2,,,1,,13,4,full_time,1,5,3.0,8,1,6,yes,research & development,4
51,no,travel_rarely,3,3,,258.0,f,3,4, healthcare representative ,2,single,,3,,18,3,full_time,0,6,3.0,7,1,0,no,research & development,4
27,no,travel_rarely,9,3,medical,260.0,f,3,1, research scientist ,2,single,,1,no,16,4,full_time,0,2,2.0,7,0,3,no,research & development,4
37,no,,21,3,life sciences,267.0,m,4,1, research scientist ,1,,3564.0,1,yes,12,1,full_time,1,3,2.0,8,1,7,yes,research & development,2
38,no,,29,3,,,m,3,2, manufacturing director ,4,married,6261.0,3,no,18,1,full_time,1,3,1.0,7,1,7,yes,research & development,4
49,no,non_travel,18,4,,275.0,m,3,2, manufacturing director ,4,divorced,6804.0,1,yes,15,1,part_time,2,0,3.0,7,1,7,no,research & development,4
27,no,,20,3,life sciences,293.0,f,3,2, sales executive ,3,single,,1,,14,4,full_time,0,2,3.0,7,0,7,no,sales,4
45,no,,6,3,medical,302.0,f,2,3, sales executive ,4,single,,6,,12,4,full_time,0,2,3.0,19,12,8,yes,sales,4
35,no,,1,3,,314.0,f,3,3, sales executive ,3,single,,1,no,14,1,full_time,0,3,4.0,10,0,8,yes,sales,3
33,yes,travel_rarely,2,2,,,f,3,1, laboratory technician ,1,,,7,no,20,1,full_time,0,3,4.0,9,1,7,yes,research & development,1
52,no,,2,4,life sciences,329.0,m,2,5, manager ,3,,,1,yes,18,4,part_time,0,2,4.0,33,15,12,yes,unknow,1
40,no,,2,2,medical,,m,3,5, research director ,3,,19436.0,0,no,19,4,full_time,1,5,3.0,21,3,9,yes,research & development,1
38,no,non_travel,2,2,life sciences,361.0,m,2,2, sales executive ,4,,,3,no,18,4,full_time,1,0,3.0,8,7,5,yes,sales,4
46,no,,27,3,,363.0,f,1,4, manager ,2,married,,3,yes,12,2,full_time,1,2,2.0,7,7,7,no,unknow,2
45,no,travel_rarely,20,2,medical,,m,3,4, healthcare representative ,4,married,,0,yes,14,2,full_time,0,2,3.0,20,4,10,yes,research & development,3
47,yes,non_travel,10,4,life sciences,376.0,m,3,3, manager ,2,married,,1,,12,4,full_time,1,2,2.0,10,9,9,yes,unknow,1
35,no,,22,3,life sciences,381.0,f,4,3, manager ,2,divorced,,7,,18,2,full_time,1,6,2.0,7,6,2,no,unknow,2
29,no,travel_frequently,2,2,,388.0,m,3,2, sales executive ,4,single,,1,,18,1,full_time,0,3,,10,0,9,yes,sales,2
55,no,travel_rarely,20,2,technical degree,389.0,m,3,2, laboratory technician ,4,married,,3,,19,4,full_time,1,4,3.0,10,0,8,yes,research & development,2
26,yes,travel_rarely,45,4,,401.0,m,2,2, sales executive ,4,single,5828.0,1,,12,2,full_time,0,0,,8,7,4,yes,sales,4
31,no,travel_rarely,7,3,technical degree,416.0,m,4,2, sales executive ,4,,,4,,11,2,full_time,1,3,2.0,8,7,7,yes,sales,2
43,no,travel_frequently,10,4,life sciences,430.0,f,3,1, laboratory technician ,4,,2455.0,0,no,19,1,full_time,0,5,3.0,8,1,7,yes,research & development,3
31,no,travel_rarely,13,3,marketing,438.0,m,3,2, sales executive ,4,,,4,,12,4,full_time,3,3,3.0,7,1,7,yes,sales,4
32,no,,2,4,medical,,f,4,2, research scientist ,4,single,5055.0,7,,16,3,part_time,0,0,2.0,7,0,7,yes,research & development,1
33,no,,10,3,,446.0,m,2,2, sales executive ,4,,4682.0,3,no,14,3,full_time,0,6,2.0,7,0,1,no,sales,2
43,no,travel_frequently,10,4,life sciences,448.0,f,2,2, laboratory technician ,3,divorced,5257.0,1,no,11,2,part_time,1,3,4.0,9,0,0,no,research & development,3
29,yes,travel_rarely,8,4,,454.0,m,1,1, laboratory technician ,1,,2119.0,1,,11,4,full_time,0,4,2.0,7,0,7,no,research & development,2
27,no,,8,4,,458.0,f,3,2, sales executive ,2,,,1,no,18,1,full_time,1,3,3.0,8,0,7,no,sales,2
29,no,travel_rarely,10,1,,,f,2,2, sales executive ,2,divorced,,1,yes,14,1,full_time,2,2,3.0,7,1,7,no,sales,4
37,no,,6,3,medical,,m,4,2, research scientist ,1,divorced,5974.0,4,,13,1,part_time,2,2,3.0,7,6,7,no,research & development,3
26,no,travel_rarely,1,3,,476.0,m,3,2, sales executive ,3,,,1,,17,2,part_time,1,3,3.0,8,7,7,yes,sales,3
40,no,travel_rarely,10,4,life sciences,483.0,f,4,1, laboratory technician ,3,married,,3,yes,13,3,full_time,1,3,3.0,7,1,7,yes,research & development,4
41,yes,,4,3,,488.0,m,3,2, sales executive ,2,,,1,no,18,3,full_time,0,5,3.0,8,7,7,no,sales,1
51,no,travel_rarely,14,2,,500.0,f,3,2, sales executive ,4,,,4,no,11,3,full_time,1,2,2.0,7,0,7,yes,sales,3
37,no,,14,3,,,f,3,1, laboratory technician ,1,,3034.0,1,no,12,3,full_time,1,2,2.0,18,12,17,no,research & development,4
56,no,,6,3,life sciences,,f,4,4, sales executive ,1,married,13212.0,9,no,11,4,part_time,3,0,2.0,7,7,7,yes,sales,3
41,no,travel_rarely,1,3,marketing,534.0,m,4,3, sales executive ,1,married,8392.0,1,,16,3,part_time,1,2,3.0,10,0,7,yes,sales,2
46,no,,18,3,medical,,f,3,2, manufacturing director ,3,,,2,no,14,3,full_time,1,5,2.0,10,0,8,no,research & development,3
30,no,non_travel,2,3,,,f,3,1, laboratory technician ,4,single,,0,,14,3,part_time,0,2,2.0,11,6,7,no,research & development,3
35,no,travel_rarely,16,3,life sciences,586.0,m,3,3, healthcare representative ,3,,,4,yes,12,3,full_time,0,2,3.0,8,0,0,no,research & development,4
48,no,travel_rarely,2,5,,595.0,f,3,2, sales executive ,4,married,4051.0,2,no,14,1,full_time,1,2,3.0,9,6,7,yes,sales,2
45,no,travel_rarely,2,3,other,,m,3,2, sales executive ,2,,4805.0,0,no,19,2,full_time,1,3,4.0,8,3,7,yes,sales,4
26,yes,travel_frequently,17,4,life sciences,608.0,f,3,1, human resources ,3,,2741.0,0,yes,11,2,part_time,1,2,,7,1,0,yes,human resources,2
41,no,,2,4,other,616.0,f,2,2, healthcare representative ,3,single,,2,yes,17,1,part_time,0,3,3.0,8,0,7,yes,research & development,1
34,no,,21,4,,621.0,m,4,2, sales executive ,4,single,5337.0,1,,12,4,part_time,0,3,3.0,10,5,7,yes,sales,4
31,no,travel_rarely,6,4,medical,653.0,m,4,2, sales executive ,4,divorced,,4,no,22,4,full_time,2,4,4.0,7,5,7,yes,sales,1
43,no,travel_frequently,9,5,,663.0,m,3,2, laboratory technician ,3,divorced,,3,,13,2,full_time,1,3,3.0,8,4,7,no,research & development,4
53,no,,1,1,,682.0,f,3,2, sales executive ,1,single,,7,,20,4,full_time,0,2,4.0,14,8,10,no,sales,4
37,no,travel_rarely,3,3,other,,m,3,3, manufacturing director ,3,married,9434.0,1,no,15,3,part_time,1,2,3.0,10,7,8,yes,research & development,3
54,no,,19,4,,,m,3,3, human resources ,2,,,2,,15,3,part_time,1,1,4.0,9,7,1,yes,human resources,3
38,no,travel_rarely,7,4,marketing,,f,2,2, sales executive ,4,,,0,no,20,1,full_time,0,2,3.0,7,0,5,yes,sales,4
29,no,,1,4,life sciences,710.0,m,1,1, research scientist ,4,divorced,,1,,18,4,full_time,1,5,3.0,10,2,8,yes,research & development,2
34,no,,9,3,medical,717.0,f,2,3, healthcare representative ,2,,,1,,14,2,full_time,0,3,4.0,8,7,7,no,research & development,4
39,no,,2,4,technical degree,721.0,f,2,2, healthcare representative ,3,single,,1,no,11,1,full_time,0,4,3.0,20,11,10,no,research & development,4
32,no,,10,3,marketing,722.0,m,3,2, sales executive ,4,,5396.0,1,,12,4,full_time,0,2,2.0,10,0,8,yes,sales,4
38,no,travel_rarely,1,4,life sciences,724.0,f,4,2, healthcare representative ,4,,,0,,13,3,full_time,0,4,,9,1,8,yes,research & development,2
27,no,travel_rarely,1,2,life sciences,725.0,f,3,3, manufacturing director ,1,married,,1,,11,4,full_time,0,3,3.0,9,0,7,no,research & development,3
32,no,travel_rarely,3,2,life sciences,,f,3,3, research director ,4,single,11159.0,3,,15,4,full_time,0,6,3.0,7,7,7,no,research & development,3
47,no,,35,4,marketing,728.0,m,3,2, sales executive ,1,single,4960.0,2,,12,4,full_time,0,2,3.0,7,1,7,no,sales,4
27,no,travel_frequently,10,2,,733.0,m,3,3, manufacturing director ,1,,8793.0,1,no,21,3,full_time,2,4,2.0,9,1,7,yes,research & development,4
41,no,,1,3,,734.0,m,2,5, manager ,3,,19189.0,1,no,12,2,part_time,1,3,3.0,22,2,10,no,unknow,4
28,yes,,35,2,,,f,1,1, research scientist ,2,,2216.0,7,yes,13,4,part_time,0,4,3.0,7,3,7,yes,research & development,3
36,no,,8,3,,742.0,f,4,3, research director ,1,married,11713.0,9,,14,1,part_time,1,2,3.0,8,0,5,no,research & development,1
30,no,,27,5,marketing,747.0,m,3,2, sales executive ,4,divorced,5304.0,7,no,23,4,part_time,1,2,2.0,8,7,7,yes,sales,3
56,no,travel_rarely,9,3,,762.0,m,3,4, healthcare representative ,4,married,11103.0,7,no,11,3,full_time,0,1,2.0,10,1,1,no,research & development,3
45,no,travel_rarely,2,2,,783.0,m,1,2, sales representative ,3,single,6632.0,0,no,13,1,full_time,0,3,3.0,8,3,1,yes,sales,2
36,no,non_travel,8,4,,789.0,m,2,3, sales executive ,1,single,7587.0,1,,15,2,part_time,0,1,3.0,10,0,9,no,sales,1
29,no,,27,3,medical,793.0,f,3,2, healthcare representative ,3,married,4335.0,4,no,12,1,full_time,1,3,2.0,8,1,1,yes,research & development,2
38,no,,2,4,life sciences,803.0,f,4,2, manufacturing director ,1,single,5980.0,6,,12,4,full_time,0,2,3.0,15,4,12,yes,research & development,1
40,no,,13,2,medical,,f,4,2, healthcare representative ,2,,4244.0,1,no,24,4,full_time,1,2,3.0,8,3,7,yes,research & development,1
42,no,travel_frequently,8,3,,809.0,m,3,5, manager ,4,,,1,no,13,2,full_time,1,4,2.0,24,14,9,yes,unknow,2
36,no,travel_rarely,1,3,other,823.0,f,3,2, manufacturing director ,2,,5228.0,0,,15,1,full_time,1,2,3.0,9,0,5,no,research & development,3
29,no,travel_rarely,23,2,,,m,4,1, research scientist ,3,married,2700.0,1,,24,3,full_time,1,3,3.0,10,0,7,yes,research & development,3
55,yes,,2,1,medical,842.0,m,3,2, sales executive ,4,single,,4,,16,3,part_time,0,3,2.0,9,7,3,no,sales,3
28,no,,2,4,,,f,3,2, sales executive ,2,,,1,,20,1,full_time,0,2,3.0,8,7,5,yes,sales,2
26,yes,,5,2,medical,,f,2,1, research scientist ,3,married,2366.0,1,,14,1,full_time,1,2,3.0,8,1,7,yes,research & development,3
44,no,,9,2,,913.0,m,3,1, research scientist ,1,,,1,yes,13,4,part_time,0,0,3.0,8,7,1,yes,research & development,2
41,yes,,2,4,life sciences,927.0,f,1,1, laboratory technician ,4,divorced,,4,yes,13,3,part_time,1,1,2.0,7,1,0,yes,research & development,2
