age,attrition,businesstravel,distancefromhome,education,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
37,no,Unknown,11,3,m,3,3, research director ,4,Unknown,6477.686121919585,1,Unknown,14,3,full_time,3,1,3,10,0,7,yes,research & development,2
37,no,Unknown,4,4,m,3,1, sales representative ,4,divorced,2793.0,4,no,17,3,part_time,1,2,3,9,5,8,no,sales,1
40,no,Unknown,24,2,m,3,2, research scientist ,4,Unknown,6477.686121919585,1,no,17,1,full_time,2,3,3,9,4,7,no,research & development,1
36,no,non_travel,24,4,f,3,2, laboratory technician ,2,married,5674.0,7,Unknown,15,3,full_time,1,3,3,9,0,8,yes,research & development,2
32,no,travel_rarely,7,3,m,2,2, sales executive ,3,married,6477.686121919585,1,Unknown,14,3,full_time,1,3,2,13,4,8,yes,sales,4
38,no,Unknown,25,2,f,2,3, research director ,2,Unknown,6477.686121919585,3,Unknown,17,3,full_time,1,2,3,10,0,1,yes,research & development,1
30,no,travel_rarely,28,2,f,3,2, research scientist ,4,married,6477.686121919585,1,no,13,4,part_time,2,2,3,10,1,9,yes,research & development,4
39,no,Unknown,1,1,m,3,5, manager ,3,Unknown,19197.0,1,Unknown,14,3,full_time,1,3,3,21,1,6,yes,unknow,2
60,no,Unknown,7,3,f,3,5, manager ,1,Unknown,6477.686121919585,5,no,11,4,part_time,0,5,1,29,11,10,yes,unknow,1
30,no,Unknown,22,4,f,3,3, sales executive ,1,Unknown,8412.0,0,Unknown,11,3,full_time,0,3,3,9,7,8,yes,sales,3
31,no,travel_rarely,9,1,m,3,3, manufacturing director ,2,divorced,6477.686121919585,1,no,25,4,full_time,1,6,4,13,0,8,yes,research & development,3
33,yes,Unknown,3,3,m,3,1, research scientist ,1,single,3348.0,1,yes,11,1,part_time,0,3,3,10,9,7,no,research & development,1
50,no,Unknown,28,1,m,4,1, laboratory technician ,3,married,6477.686121919585,1,yes,11,3,full_time,3,3,3,20,3,8,yes,research & development,4
32,no,Unknown,24,4,m,3,2, laboratory technician ,4,Unknown,5309.0,1,no,15,4,full_time,2,2,3,10,4,7,yes,research & development,1
42,no,Unknown,29,3,m,3,2, manufacturing director ,2,Unknown,6477.686121919585,1,Unknown,13,4,part_time,1,3,2,9,7,8,yes,research & development,2
49,yes,Unknown,11,3,f,3,3, sales executive ,4,married,7654.0,1,no,18,1,full_time,2,3,4,9,7,7,no,sales,3
27,no,Unknown,5,1,m,2,3, research director ,4,divorced,12808.0,1,Unknown,16,2,full_time,1,3,3,9,0,8,yes,research & development,3
33,no,travel_rarely,1,3,m,4,2, sales executive ,1,divorced,6477.686121919585,1,Unknown,22,1,full_time,1,5,3,9,0,8,yes,sales,1
52,no,Unknown,26,4,f,2,4, manufacturing director ,4,married,6477.686121919585,3,no,22,3,part_time,0,3,3,9,0,0,no,research & development,3
32,no,Unknown,5,2,m,3,2, sales executive ,2,Unknown,6477.686121919585,1,no,14,4,part_time,1,3,3,10,5,3,yes,sales,2
36,no,Unknown,14,1,m,3,2, healthcare representative ,4,Unknown,6586.0,0,Unknown,17,1,full_time,1,2,2,16,4,11,no,research & development,3
31,no,non_travel,20,2,f,3,2, sales executive ,3,Unknown,6477.686121919585,1,Unknown,13,4,full_time,1,2,2,9,0,0,no,sales,4
36,no,travel_rarely,2,4,m,3,1, laboratory technician ,3,single,2519.0,4,no,21,3,full_time,0,6,3,11,3,9,yes,research & development,3
52,no,Unknown,1,2,m,3,4, manager ,4,married,17099.0,2,Unknown,15,2,part_time,1,2,3,9,7,8,yes,unknow,4
33,no,non_travel,17,3,m,3,4, manager ,3,single,6477.686121919585,1,Unknown,11,4,full_time,0,2,3,10,6,0,no,unknow,4
45,no,non_travel,23,2,m,3,2, laboratory technician ,1,Unknown,6477.686121919585,1,yes,15,3,part_time,1,2,3,9,0,8,yes,research & development,4
36,no,travel_rarely,12,5,f,2,3, manufacturing director ,4,Unknown,6477.686121919585,0,Unknown,11,2,full_time,0,2,2,14,7,8,yes,research & development,4
49,no,Unknown,8,4,m,2,4, sales executive ,2,Unknown,13120.0,6,Unknown,17,2,part_time,1,3,3,9,2,3,no,sales,4
29,yes,Unknown,23,1,f,2,3, sales executive ,1,Unknown,6477.686121919585,1,Unknown,13,1,full_time,1,3,1,11,3,10,yes,sales,4
29,no,Unknown,6,1,f,3,1, laboratory technician ,4,married,3131.0,1,Unknown,13,1,full_time,1,5,3,10,0,8,no,research & development,2
37,no,Unknown,1,3,f,2,2, manufacturing director ,4,married,6477.686121919585,1,Unknown,13,2,part_time,1,2,2,14,3,11,yes,research & development,4
33,no,travel_rarely,10,5,m,4,3, sales executive ,3,Unknown,6477.686121919585,0,Unknown,14,4,full_time,2,3,3,9,0,8,yes,sales,4
34,no,travel_frequently,19,3,f,3,2, laboratory technician ,2,divorced,4444.0,4,no,13,3,part_time,2,2,4,11,5,10,yes,research & development,3
28,no,non_travel,1,3,f,1,2, laboratory technician ,4,married,6674.0,0,no,11,1,full_time,3,6,3,9,7,5,yes,research & development,3
31,no,non_travel,2,4,f,3,3, sales executive ,3,Unknown,9852.0,1,yes,19,1,full_time,1,5,2,10,9,6,yes,sales,4
42,no,non_travel,2,1,m,3,4, manager ,3,Unknown,17861.0,0,yes,13,4,part_time,0,3,2,20,2,10,no,unknow,3
40,no,travel_rarely,2,3,m,3,2, research scientist ,4,single,6477.686121919585,1,Unknown,13,3,part_time,0,4,3,9,8,8,yes,research & development,3
34,no,Unknown,15,2,f,3,2, sales executive ,1,single,6477.686121919585,1,Unknown,12,4,full_time,0,6,4,10,9,6,yes,sales,3
58,no,travel_rarely,1,3,f,3,5, research director ,1,Unknown,6477.686121919585,3,Unknown,21,3,full_time,1,3,3,9,1,5,no,research & development,4
31,yes,travel_frequently,1,5,f,4,3, manufacturing director ,2,Unknown,7446.0,1,Unknown,11,1,full_time,0,2,3,10,4,7,yes,research & development,3
40,no,non_travel,8,1,m,2,3, research director ,2,Unknown,13757.0,2,no,11,3,full_time,1,5,3,9,4,8,yes,research & development,4
53,no,Unknown,2,3,m,4,4, research director ,2,single,16598.0,4,no,12,2,full_time,0,2,2,9,8,8,yes,research & development,4
34,no,Unknown,15,3,m,3,4, research director ,1,Unknown,6477.686121919585,7,Unknown,14,4,full_time,2,3,2,14,6,9,yes,research & development,2
35,no,travel_rarely,16,3,f,2,3, healthcare representative ,2,single,6477.686121919585,1,no,19,4,full_time,0,3,1,11,3,3,yes,research & development,4
37,no,Unknown,13,3,m,3,2, research scientist ,4,married,4285.0,1,Unknown,17,1,full_time,0,2,3,10,3,7,yes,research & development,1
42,no,travel_frequently,2,3,m,3,3, healthcare representative ,4,Unknown,10124.0,2,yes,14,3,part_time,1,3,1,20,13,9,yes,research & development,4
45,no,Unknown,1,4,m,3,3, healthcare representative ,2,divorced,6477.686121919585,1,Unknown,12,1,full_time,3,4,3,10,7,7,yes,research & development,1
30,yes,travel_rarely,1,3,m,2,2, sales executive ,1,married,9714.0,1,no,11,4,full_time,1,4,3,10,6,7,yes,sales,2
38,no,travel_rarely,14,3,m,3,2, sales executive ,2,married,9924.0,0,Unknown,11,4,part_time,1,3,3,9,7,7,yes,sales,3
50,no,Unknown,20,5,m,3,4, healthcare representative ,3,Unknown,11245.0,2,Unknown,15,3,part_time,1,3,3,30,12,13,no,research & development,2
39,no,travel_rarely,3,2,m,2,2, laboratory technician ,3,Unknown,3069.0,0,Unknown,15,4,full_time,1,3,3,10,0,7,yes,research & development,3
34,no,travel_rarely,3,3,f,3,2, research scientist ,2,Unknown,6477.686121919585,1,no,12,3,part_time,1,2,3,11,7,9,yes,research & development,4
54,no,travel_rarely,22,5,f,3,4, manager ,3,Unknown,6477.686121919585,3,Unknown,25,3,part_time,1,6,3,10,4,7,yes,research & development,2
41,no,travel_rarely,6,3,m,3,3, sales executive ,3,Unknown,9241.0,1,no,12,2,full_time,0,3,3,10,8,7,no,sales,4
39,no,Unknown,1,3,m,3,2, laboratory technician ,4,married,6472.0,1,Unknown,15,4,full_time,1,2,3,9,5,8,yes,research & development,4
40,no,travel_rarely,7,4,m,3,5, manager ,2,Unknown,6477.686121919585,1,no,14,2,full_time,0,3,2,21,12,8,no,unknow,2
33,no,Unknown,4,3,m,3,2, research scientist ,2,Unknown,3055.0,5,no,15,4,full_time,2,2,2,9,1,7,yes,research & development,4
36,no,Unknown,10,3,m,3,3, healthcare representative ,1,Unknown,8321.0,7,Unknown,13,4,part_time,1,1,3,12,5,7,no,research & development,4
33,no,Unknown,8,4,m,4,1, research scientist ,1,married,3143.0,6,no,19,2,full_time,1,1,3,10,7,6,yes,research & development,4
34,no,travel_rarely,8,2,m,4,2, sales executive ,3,Unknown,6477.686121919585,1,no,21,3,full_time,2,5,3,10,4,8,no,sales,2
29,no,travel_frequently,46,1,m,3,1, laboratory technician ,4,married,6477.686121919585,1,no,13,2,full_time,0,3,4,11,3,10,no,research & development,4
46,no,travel_rarely,2,2,m,3,3, manufacturing director ,4,divorced,8578.0,3,Unknown,14,3,full_time,1,4,2,9,4,7,yes,research & development,4
27,no,travel_rarely,23,1,f,2,2, sales representative ,3,married,6477.686121919585,1,no,21,4,full_time,1,5,3,9,5,8,no,sales,2
31,no,Unknown,36,3,m,3,2, laboratory technician ,3,divorced,4197.0,1,no,11,1,full_time,1,2,3,10,0,2,no,research & development,2
45,no,travel_rarely,25,2,f,2,2, manufacturing director ,4,Unknown,6477.686121919585,0,no,13,4,full_time,2,2,2,9,3,8,yes,research & development,2
34,no,travel_rarely,1,3,m,3,3, sales executive ,4,Unknown,9888.0,1,no,21,1,full_time,0,3,2,14,2,1,no,sales,1
31,no,Unknown,1,3,m,1,2, research scientist ,1,married,6477.686121919585,1,Unknown,21,2,full_time,0,6,3,10,8,7,yes,research & development,4
35,no,Unknown,7,4,f,3,2, sales executive ,4,Unknown,6477.686121919585,1,yes,11,4,part_time,0,2,3,10,0,9,no,sales,3
39,no,travel_rarely,15,4,m,3,4, sales executive ,1,single,13341.0,0,no,12,1,full_time,0,3,3,20,11,10,no,sales,2
40,no,travel_rarely,2,2,f,3,2, sales executive ,2,married,5677.0,3,no,14,3,full_time,1,4,3,11,5,10,yes,sales,2
30,no,travel_rarely,1,2,m,3,1, laboratory technician ,2,married,6477.686121919585,1,no,13,3,part_time,0,6,2,12,1,7,no,research & development,4
47,no,Unknown,1,1,f,3,3, research director ,2,married,6477.686121919585,0,no,18,1,part_time,2,3,1,13,5,12,yes,research & development,3
52,no,non_travel,29,4,m,3,1, sales representative ,4,divorced,6477.686121919585,2,Unknown,15,2,full_time,2,3,3,9,0,0,yes,sales,1
49,no,travel_frequently,8,1,m,2,2, research scientist ,2,married,6477.686121919585,1,no,23,4,part_time,1,3,3,10,1,7,yes,research & development,3
33,no,travel_frequently,19,4,f,3,1, research scientist ,3,married,2909.0,1,Unknown,11,3,full_time,0,3,3,8,3,0,yes,research & development,1
32,no,Unknown,2,2,m,3,1, laboratory technician ,4,Unknown,6477.686121919585,0,Unknown,13,3,part_time,0,2,2,7,3,6,yes,research & development,4
38,no,travel_frequently,23,3,m,2,3, manufacturing director ,3,Unknown,9526.0,0,no,21,2,full_time,0,2,3,9,1,8,yes,research & development,4
36,no,travel_rarely,27,3,m,3,2, healthcare representative ,3,Unknown,6477.686121919585,6,Unknown,13,2,full_time,2,3,2,7,7,7,yes,research & development,3
42,no,Unknown,8,4,m,3,2, sales executive ,2,Unknown,6825.0,0,Unknown,11,4,full_time,1,2,3,9,4,2,no,sales,3
31,no,Unknown,7,4,m,3,2, laboratory technician ,4,divorced,6477.686121919585,3,no,22,4,full_time,1,3,2,7,1,7,no,research & development,4
31,no,travel_rarely,8,4,f,3,2, manufacturing director ,4,single,4424.0,1,no,23,4,part_time,0,2,3,11,1,8,no,research & development,3
51,no,Unknown,21,4,m,3,2, sales executive ,4,Unknown,5441.0,0,Unknown,22,4,full_time,0,2,1,10,1,0,yes,sales,3
34,yes,travel_frequently,7,3,m,1,2, laboratory technician ,3,Unknown,6074.0,1,yes,24,4,full_time,0,3,3,9,0,6,yes,research & development,1
36,no,Unknown,11,2,f,3,3, sales executive ,4,Unknown,6477.686121919585,0,no,14,3,part_time,1,6,3,9,2,8,no,sales,2
30,no,travel_frequently,23,3,m,1,1, research scientist ,3,divorced,6477.686121919585,1,no,25,3,part_time,3,2,2,10,0,9,no,research & development,1
33,no,non_travel,12,2,m,3,2, sales executive ,2,married,6146.0,0,Unknown,13,1,full_time,1,2,4,7,0,7,yes,sales,1
31,yes,Unknown,6,4,m,1,2, sales executive ,3,married,6172.0,4,Unknown,18,2,part_time,0,3,2,7,7,7,no,sales,2
41,no,travel_rarely,23,1,m,3,3, sales executive ,3,divorced,6477.686121919585,3,yes,13,3,full_time,1,2,3,9,0,7,no,sales,3
26,no,travel_rarely,25,1,f,3,1, human resources ,3,Unknown,6477.686121919585,1,Unknown,23,4,full_time,1,3,3,8,5,7,yes,human resources,3
32,no,Unknown,9,2,m,1,2, sales executive ,4,divorced,4668.0,0,no,17,4,full_time,3,2,4,8,0,7,yes,sales,4
40,no,travel_frequently,26,3,f,3,2, research scientist ,2,divorced,5605.0,1,no,11,1,full_time,1,2,3,20,2,13,no,research & development,2
53,no,travel_rarely,6,2,m,3,2, sales representative ,3,Unknown,6477.686121919585,2,yes,20,4,full_time,1,3,1,7,4,5,yes,sales,2
29,no,non_travel,1,1,m,3,2, manufacturing director ,3,married,4319.0,1,Unknown,13,1,full_time,1,1,3,10,0,9,no,research & development,4
36,no,travel_frequently,3,2,m,3,1, laboratory technician ,2,Unknown,6477.686121919585,4,no,12,3,full_time,0,3,2,8,7,2,yes,research & development,4
33,no,travel_rarely,14,3,f,3,1, research scientist ,2,Unknown,6477.686121919585,1,Unknown,13,4,full_time,1,5,3,8,1,6,yes,research & development,4
51,no,travel_rarely,3,3,f,3,4, healthcare representative ,2,single,6477.686121919585,3,Unknown,18,3,full_time,0,6,3,7,1,0,no,research & development,4
27,no,travel_rarely,9,3,f,3,1, research scientist ,2,single,6477.686121919585,1,no,16,4,full_time,0,2,2,7,0,3,no,research & development,4
37,no,Unknown,21,3,m,4,1, research scientist ,1,Unknown,3564.0,1,yes,12,1,full_time,1,3,2,8,1,7,yes,research & development,2
38,no,Unknown,29,3,m,3,2, manufacturing director ,4,married,6261.0,3,no,18,1,full_time,1,3,1,7,1,7,yes,research & development,4
49,no,non_travel,18,4,m,3,2, manufacturing director ,4,divorced,6804.0,1,yes,15,1,part_time,2,0,3,7,1,7,no,research & development,4
27,no,Unknown,20,3,f,3,2, sales executive ,3,single,6477.686121919585,1,Unknown,14,4,full_time,0,2,3,7,0,7,no,sales,4
45,no,Unknown,6,3,f,2,3, sales executive ,4,single,6477.686121919585,6,Unknown,12,4,full_time,0,2,3,19,12,8,yes,sales,4
35,no,Unknown,1,3,f,3,3, sales executive ,3,single,6477.686121919585,1,no,14,1,full_time,0,3,4,10,0,8,yes,sales,3
33,yes,travel_rarely,2,2,f,3,1, laboratory technician ,1,Unknown,6477.686121919585,7,no,20,1,full_time,0,3,4,9,1,7,yes,research & development,1
52,no,Unknown,2,4,m,2,5, manager ,3,Unknown,6477.686121919585,1,yes,18,4,part_time,0,2,4,33,15,12,yes,unknow,1
40,no,Unknown,2,2,m,3,5, research director ,3,Unknown,19436.0,0,no,19,4,full_time,1,5,3,21,3,9,yes,research & development,1
38,no,non_travel,2,2,m,2,2, sales executive ,4,Unknown,6477.686121919585,3,no,18,4,full_time,1,0,3,8,7,5,yes,sales,4
46,no,Unknown,27,3,f,1,4, manager ,2,married,6477.686121919585,3,yes,12,2,full_time,1,2,2,7,7,7,no,unknow,2
45,no,travel_rarely,20,2,m,3,4, healthcare representative ,4,married,6477.686121919585,0,yes,14,2,full_time,0,2,3,20,4,10,yes,research & development,3
47,yes,non_travel,10,4,m,3,3, manager ,2,married,6477.686121919585,1,Unknown,12,4,full_time,1,2,2,10,9,9,yes,unknow,1
35,no,Unknown,22,3,f,4,3, manager ,2,divorced,6477.686121919585,7,Unknown,18,2,full_time,1,6,2,7,6,2,no,unknow,2
29,no,travel_frequently,2,2,m,3,2, sales executive ,4,single,6477.686121919585,1,Unknown,18,1,full_time,0,3,3,10,0,9,yes,sales,2
55,no,travel_rarely,20,2,m,3,2, laboratory technician ,4,married,6477.686121919585,3,Unknown,19,4,full_time,1,4,3,10,0,8,yes,research & development,2
26,yes,travel_rarely,45,4,m,2,2, sales executive ,4,single,5828.0,1,Unknown,12,2,full_time,0,0,3,8,7,4,yes,sales,4
31,no,travel_rarely,7,3,m,4,2, sales executive ,4,Unknown,6477.686121919585,4,Unknown,11,2,full_time,1,3,2,8,7,7,yes,sales,2
43,no,travel_frequently,10,4,f,3,1, laboratory technician ,4,Unknown,2455.0,0,no,19,1,full_time,0,5,3,8,1,7,yes,research & development,3
31,no,travel_rarely,13,3,m,3,2, sales executive ,4,Unknown,6477.686121919585,4,Unknown,12,4,full_time,3,3,3,7,1,7,yes,sales,4
32,no,Unknown,2,4,f,4,2, research scientist ,4,single,5055.0,7,Unknown,16,3,part_time,0,0,2,7,0,7,yes,research & development,1
33,no,Unknown,10,3,m,2,2, sales executive ,4,Unknown,4682.0,3,no,14,3,full_time,0,6,2,7,0,1,no,sales,2
43,no,travel_frequently,10,4,f,2,2, laboratory technician ,3,divorced,5257.0,1,no,11,2,part_time,1,3,4,9,0,0,no,research & development,3
29,yes,travel_rarely,8,4,m,1,1, laboratory technician ,1,Unknown,2119.0,1,Unknown,11,4,full_time,0,4,2,7,0,7,no,research & development,2
27,no,Unknown,8,4,f,3,2, sales executive ,2,Unknown,6477.686121919585,1,no,18,1,full_time,1,3,3,8,0,7,no,sales,2
29,no,travel_rarely,10,1,f,2,2, sales executive ,2,divorced,6477.686121919585,1,yes,14,1,full_time,2,2,3,7,1,7,no,sales,4
37,no,Unknown,6,3,m,4,2, research scientist ,1,divorced,5974.0,4,Unknown,13,1,part_time,2,2,3,7,6,7,no,research & development,3
26,no,travel_rarely,1,3,m,3,2, sales executive ,3,Unknown,6477.686121919585,1,Unknown,17,2,part_time,1,3,3,8,7,7,yes,sales,3
40,no,travel_rarely,10,4,f,4,1, laboratory technician ,3,married,6477.686121919585,3,yes,13,3,full_time,1,3,3,7,1,7,yes,research & development,4
41,yes,Unknown,4,3,m,3,2, sales executive ,2,Unknown,6477.686121919585,1,no,18,3,full_time,0,5,3,8,7,7,no,sales,1
51,no,travel_rarely,14,2,f,3,2, sales executive ,4,Unknown,6477.686121919585,4,no,11,3,full_time,1,2,2,7,0,7,yes,sales,3
37,no,Unknown,14,3,f,3,1, laboratory technician ,1,Unknown,3034.0,1,no,12,3,full_time,1,2,2,18,12,17,no,research & development,4
56,no,Unknown,6,3,f,4,4, sales executive ,1,married,13212.0,9,no,11,4,part_time,3,0,2,7,7,7,yes,sales,3
41,no,travel_rarely,1,3,m,4,3, sales executive ,1,married,8392.0,1,Unknown,16,3,part_time,1,2,3,10,0,7,yes,sales,2
46,no,Unknown,18,3,f,3,2, manufacturing director ,3,Unknown,6477.686121919585,2,no,14,3,full_time,1,5,2,10,0,8,no,research & development,3
30,no,non_travel,2,3,f,3,1, laboratory technician ,4,single,6477.686121919585,0,Unknown,14,3,part_time,0,2,2,11,6,7,no,research & development,3
35,no,travel_rarely,16,3,m,3,3, healthcare representative ,3,Unknown,6477.686121919585,4,yes,12,3,full_time,0,2,3,8,0,0,no,research & development,4
48,no,travel_rarely,2,5,f,3,2, sales executive ,4,married,4051.0,2,no,14,1,full_time,1,2,3,9,6,7,yes,sales,2
45,no,travel_rarely,2,3,m,3,2, sales executive ,2,Unknown,4805.0,0,no,19,2,full_time,1,3,4,8,3,7,yes,sales,4
26,yes,travel_frequently,17,4,f,3,1, human resources ,3,Unknown,2741.0,0,yes,11,2,part_time,1,2,3,7,1,0,yes,human resources,2
41,no,Unknown,2,4,f,2,2, healthcare representative ,3,single,6477.686121919585,2,yes,17,1,part_time,0,3,3,8,0,7,yes,research & development,1
34,no,Unknown,21,4,m,4,2, sales executive ,4,single,5337.0,1,Unknown,12,4,part_time,0,3,3,10,5,7,yes,sales,4
31,no,travel_rarely,6,4,m,4,2, sales executive ,4,divorced,6477.686121919585,4,no,22,4,full_time,2,4,4,7,5,7,yes,sales,1
43,no,travel_frequently,9,5,m,3,2, laboratory technician ,3,divorced,6477.686121919585,3,Unknown,13,2,full_time,1,3,3,8,4,7,no,research & development,4
53,no,Unknown,1,1,f,3,2, sales executive ,1,single,6477.686121919585,7,Unknown,20,4,full_time,0,2,4,14,8,10,no,sales,4
37,no,travel_rarely,3,3,m,3,3, manufacturing director ,3,married,9434.0,1,no,15,3,part_time,1,2,3,10,7,8,yes,research & development,3
54,no,Unknown,19,4,m,3,3, human resources ,2,Unknown,6477.686121919585,2,Unknown,15,3,part_time,1,1,4,9,7,1,yes,human resources,3
38,no,travel_rarely,7,4,f,2,2, sales executive ,4,Unknown,6477.686121919585,0,no,20,1,full_time,0,2,3,7,0,5,yes,sales,4
29,no,Unknown,1,4,m,1,1, research scientist ,4,divorced,6477.686121919585,1,Unknown,18,4,full_time,1,5,3,10,2,8,yes,research & development,2
34,no,Unknown,9,3,f,2,3, healthcare representative ,2,Unknown,6477.686121919585,1,Unknown,14,2,full_time,0,3,4,8,7,7,no,research & development,4
39,no,Unknown,2,4,f,2,2, healthcare representative ,3,single,6477.686121919585,1,no,11,1,full_time,0,4,3,20,11,10,no,research & development,4
32,no,Unknown,10,3,m,3,2, sales executive ,4,Unknown,5396.0,1,Unknown,12,4,full_time,0,2,2,10,0,8,yes,sales,4
38,no,travel_rarely,1,4,f,4,2, healthcare representative ,4,Unknown,6477.686121919585,0,Unknown,13,3,full_time,0,4,3,9,1,8,yes,research & development,2
27,no,travel_rarely,1,2,f,3,3, manufacturing director ,1,married,6477.686121919585,1,Unknown,11,4,full_time,0,3,3,9,0,7,no,research & development,3
32,no,travel_rarely,3,2,f,3,3, research director ,4,single,11159.0,3,Unknown,15,4,full_time,0,6,3,7,7,7,no,research & development,3
47,no,Unknown,35,4,m,3,2, sales executive ,1,single,4960.0,2,Unknown,12,4,full_time,0,2,3,7,1,7,no,sales,4
27,no,travel_frequently,10,2,m,3,3, manufacturing director ,1,Unknown,8793.0,1,no,21,3,full_time,2,4,2,9,1,7,yes,research & development,4
41,no,Unknown,1,3,m,2,5, manager ,3,Unknown,19189.0,1,no,12,2,part_time,1,3,3,22,2,10,no,unknow,4
28,yes,Unknown,35,2,f,1,1, research scientist ,2,Unknown,2216.0,7,yes,13,4,part_time,0,4,3,7,3,7,yes,research & development,3
36,no,Unknown,8,3,f,4,3, research director ,1,married,11713.0,9,Unknown,14,1,part_time,1,2,3,8,0,5,no,research & development,1
30,no,Unknown,27,5,m,3,2, sales executive ,4,divorced,5304.0,7,no,23,4,part_time,1,2,2,8,7,7,yes,sales,3
